id,name,slug,logo_url,is_demo
81145748-de94-5397-a7f9-599ea9ec048f,BMI,bmi,/insurers/bmi.png,False
69541888-9fab-5f36-8fb9-b8cf50949743,Confiamed,confiamed,/insurers/confiamed.png,False
843abebc-6ac7-56c9-bc33-b0a9e1418d7d,Saludsa,saludsa,/insurers/saludsa.svg,False
